,service_request_id,requested_datetime,service_name,agency_responsible,council_district,status_description,lat,long
2079,5084342,2018-07-06 12:24:00,NEW RECYCLE CART,SWMS,10.0,CLOSED,38.2181819205,-85.73905972909999
2080,5084344,2018-07-06 12:25:00,EXTERIOR VIOL,IPL,19.0,CLOSED,38.2471337166,-85.4922664446
2081,5084345,2018-07-06 12:25:00,ROADSIDE LITTER,SWMS,18.0,CLOSED,38.2655370987,-85.564275283
2082,5084346,2018-07-06 12:25:00,TRAF SIGNAL REPR,PUBLIC WORKS,26.0,CLOSED,,
2083,5084350,2018-07-06 12:27:00,HIGH GRASS WEEDS,IPL,8.0,CLOSED,38.24299913,-85.7098329576
2084,5084351,2018-07-06 12:28:00,EXTERIOR VIOL,IPL,9.0,CLOSED,38.259464351300004,-85.7055836821
2085,5084352,2018-07-06 12:29:00,SIGNAGE REPAIR,KY DEPT OF TRANSPORTATION,19.0,OPEN,38.2321695423,-85.550757086
2086,5084353,2018-07-06 12:30:00,TRASH PVT PROP,IPL,10.0,CLOSED,38.1892863758,-85.6372981863
2087,5084354,2018-07-06 12:31:00,EXTERIOR VIOL,IPL,11.0,CLOSED,38.2077851619,-85.61239279189999
2088,5039563,2018-07-06 12:35:00,VAP STRUC WEEDS,IPL,5.0,CLOSED,38.2596872409,-85.8227089646
2089,5084358,2018-07-06 12:35:00,EXTERIOR VIOL,IPL,21.0,CLOSED,38.1643058143,-85.7684878329
2090,5077349,2018-07-06 12:36:00,UTILITY CONCERNS,LOUISVILLE GAS AND ELECTRIC,14.0,OPEN,38.0631118074,-85.8894328386
2091,5084356,2018-07-06 12:36:00,NCODES & REGS,METRO AGENCIES,5.0,CLOSED,38.2596872409,-85.8227089646
2092,5078498,2018-07-06 12:37:00,STOLEN GARB CART,SWMS,1.0,CLOSED,38.241532143899995,-85.8136066034
2093,5084360,2018-07-06 12:37:00,NEW RECYCLE CART,SWMS,21.0,CLOSED,38.1872136752,-85.71651397069999
2094,5081607,2018-07-06 12:38:00,GARBAGE MISSED,SWMS,8.0,CLOSED,38.2267065999,-85.6980165292
2095,5084361,2018-07-06 12:38:00,EXTERIOR VIOL,IPL,19.0,CLOSED,38.271884877199994,-85.4801455746
2096,5084362,2018-07-06 12:40:00,GARBAGE MISSED,SWMS,25.0,OPEN,38.141820014699995,-85.78367414600001
2097,5084364,2018-07-06 12:42:00,RECYCLING MISSED,SWMS,8.0,CLOSED,38.2267417325,-85.6980624893
2098,5084369,2018-07-06 12:45:00,INTERIOR VIOL,IPL,25.0,CLOSED,38.1449888724,-85.77848273779999
2099,5084371,2018-07-06 12:47:00,VEHICLE PVT PROP,IPL,25.0,CLOSED,38.1249646697,-85.8435148919
2100,5084373,2018-07-06 12:48:00,STOLEN GARB CART,SWMS,5.0,CLOSED,38.27245112,-85.812784907
2101,5084374,2018-07-06 12:49:23,VAP STRUC WEEDS,IPL,14.0,CLOSED,38.1171226846,-85.8848338155
2102,5084375,2018-07-06 12:49:44,METRO OWNED PROP,IPL,15.0,CLOSED,38.219041503,-85.7470074857
2103,5084376,2018-07-06 12:52:00,NCODES & REGS,METRO AGENCIES,10.0,CLOSED,38.231328192199996,-85.7380304971
2104,5084379,2018-07-06 12:54:00,STREET RESURFACE,PUBLIC WORKS,5.0,CLOSED,38.261510587800004,-85.8102365597
2105,5084380,2018-07-06 12:56:00,RECYCLING MISSED,SWMS,15.0,CLOSED,38.1970425357,-85.7604714367
2106,5084381,2018-07-06 12:58:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2644144148,-85.7990266768
2107,5084383,2018-07-06 12:59:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,10.0,OPEN,38.2258140277,-85.7382030395
2108,5084384,2018-07-06 13:00:29,NJUNK QUESTION,SWMS,5.0,CLOSED,38.2579846235,-85.8110280925
2109,5084385,2018-07-06 13:00:55,NJUNK WEEK,PICKUP DAYS,6.0,CLOSED,38.2441071814,-85.8021595816
2110,5084387,2018-07-06 13:02:12,NJUNK WEEK,PICKUP DAYS,4.0,CLOSED,38.2429151997,-85.7853351995
2111,5084391,2018-07-06 13:03:00,EXTERIOR VIOL,IPL,15.0,CLOSED,38.2086495433,-85.765919827
2112,5084390,2018-07-06 13:04:10,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.1937283286,-85.76930436720001
2113,5084392,2018-07-06 13:05:00,HIGH GRASS WEEDS,IPL,10.0,CLOSED,38.2230390769,-85.7296481714
2114,5084393,2018-07-06 13:05:29,VAP STRUC WEEDS,IPL,1.0,CLOSED,38.2458177561,-85.8044632495
2115,5084394,2018-07-06 13:06:00,HIGH GRASS WEEDS,IPL,10.0,CLOSED,38.222962816,-85.7295978791
2116,5084396,2018-07-06 13:07:08,VAP EXTERIOR,IPL,15.0,CLOSED,38.1837807655,-85.788595684
2117,5084398,2018-07-06 13:09:00,EXTERIOR VIOL,IPL,14.0,CLOSED,38.0704599258,-85.8762123221
2118,5084400,2018-07-06 13:10:00,UTILITY CONCERNS,AT&T,10.0,OPEN,38.1982501838,-85.64239018880001
2119,5084399,2018-07-06 13:10:01,ANIMAL CRUELTY,ANIMAL SERVICES,1.0,CLOSED,38.2340856429,-85.8075165597
2120,5084402,2018-07-06 13:11:00,ACCESS PARK ZONE,PUBLIC WORKS,6.0,OPEN,38.210616238600004,-85.77412332760001
2121,5084403,2018-07-06 13:13:00,EXTERIOR VIOL,IPL,1.0,CLOSED,38.2011308997,-85.831252971
2122,5084405,2018-07-06 13:14:00,DAMAGE GARB CART,SWMS,8.0,CLOSED,38.2204340919,-85.6741148032
2123,5080858,2018-07-06 13:15:00,INTERIOR VIOL,IPL,22.0,CLOSED,38.1657327852,-85.6056147924
2124,5084407,2018-07-06 13:16:00,RECYCLING MISSED,SWMS,4.0,CLOSED,38.2357771845,-85.7391174815
2125,5084410,2018-07-06 13:18:19,LIGHTING REPAIR,PUBLIC WORKS,8.0,CLOSED,38.2413370285,-85.71885684909999
2126,5084412,2018-07-06 13:21:00,TRAF SIG TIMING,PUBLIC WORKS,12.0,OPEN,38.143483874699996,-85.839583592
2127,5084415,2018-07-06 13:22:00,STRAY ANIMAL,ANIMAL SERVICES,5.0,CLOSED,38.2689114533,-85.7904205651
2128,5084417,2018-07-06 13:23:00,GARBAGE MISSED,SWMS,5.0,OPEN,38.2583233992,-85.8099277459
2129,5084419,2018-07-06 13:23:00,GARBAGE MISSED,SWMS,5.0,OPEN,38.2583233992,-85.8099277459
2130,5084421,2018-07-06 13:23:00,YARD WASTE MISS,SWMS,5.0,CLOSED,38.2583233992,-85.8099277459
2131,5084418,2018-07-06 13:23:37,NYARD WASTE DAY,PICKUP DAYS,26.0,CLOSED,38.2243167527,-85.6311958128
2132,5084420,2018-07-06 13:24:00,DDI,METROPOLITAN SEWER DISTRICT,5.0,OPEN,38.2546816831,-85.8148545009
2133,5084422,2018-07-06 13:25:39,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.2431218146,-85.7921650078
2134,5077645,2018-07-06 13:27:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,26.0,OPEN,38.2213749278,-85.6496143746
2135,5084423,2018-07-06 13:28:03,LIGHTING REPAIR,PUBLIC WORKS,6.0,CLOSED,38.243292810999996,-85.79166848189999
2136,5084430,2018-07-06 13:33:00,GARBAGE MISSED,SWMS,5.0,OPEN,38.2638576554,-85.81688450989999
2137,5084434,2018-07-06 13:35:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2638576554,-85.81688450989999
2138,5084438,2018-07-06 13:38:33,RECYCLE BINS,SWMS,6.0,CLOSED,38.2345969745,-85.7890452522
2139,5084439,2018-07-06 13:39:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2675406164,-85.8133968275
2140,5084440,2018-07-06 13:40:25,TRASH PVT PROP,IPL,15.0,CLOSED,38.199100660700005,-85.7898109568
2141,5043462,2018-07-06 13:42:00,ALLEY POTHOLE,LPM,6.0,OPEN,38.238292889499995,-85.7855543724
2142,5084441,2018-07-06 13:42:00,HEALTH CONCERNS,HEALTH DEPARTMENT,14.0,CLOSED,38.1270058935,-85.87412116109999
2143,5084443,2018-07-06 13:48:00,DAMAGE GARB CART,SWMS,26.0,CLOSED,38.2068566554,-85.6396697227
2144,5084444,2018-07-06 13:48:00,SIGNAGE NEW,PUBLIC WORKS,7.0,CLOSED,38.2796563741,-85.6535478671
2145,5084446,2018-07-06 13:48:00,RECYCLE BINS,SWMS,26.0,CLOSED,38.2068566554,-85.6396697227
2146,5084445,2018-07-06 13:49:00,SIGNAGE NEW,PUBLIC WORKS,7.0,CLOSED,38.2796563741,-85.6535478671
2147,5084447,2018-07-06 13:49:00,INTERIOR VIOL,IPL,1.0,CLOSED,38.1972513862,-85.8446891486
2148,5084449,2018-07-06 13:50:18,NGARBAGE DAY,PICKUP DAYS,1.0,CLOSED,38.174158813000005,-85.8419142467
2149,5084451,2018-07-06 13:51:00,RECYCLING MISSED,SWMS,4.0,CLOSED,38.2458390282,-85.7368129175
2150,5084460,2018-07-06 13:53:00,MOSQUITOS,HEALTH DEPARTMENT,11.0,CLOSED,38.188330516,-85.525378807
2151,5084452,2018-07-06 13:55:00,JUNK VIOLATION,SWMS,15.0,CLOSED,38.1955663501,-85.7707278597
2152,5084454,2018-07-06 13:57:16,DEAD ANIMAL,SWMS,10.0,CLOSED,38.1997417451,-85.7100116166
2153,5084455,2018-07-06 13:57:22,VAP LOT WEEDS,IPL,4.0,CLOSED,38.230529727800004,-85.7474252731
2154,5084457,2018-07-06 13:58:02,OPEN REFERRAL,IPL,1.0,CLOSED,38.2299730776,-85.81581940939999
2155,5084461,2018-07-06 13:59:00,ILLEGAL DUMPING,SWMS,10.0,CLOSED,38.1924975698,-85.66151317479999
2156,5084463,2018-07-06 14:00:00,HIGH GRASS WEEDS,IPL,12.0,CLOSED,38.1497311821,-85.87778664470001
2157,5084465,2018-07-06 14:01:00,REPORT LITTERER,SWMS,10.0,OPEN,38.2029182136,-85.66447723899999
2158,5084469,2018-07-06 14:02:00,MOSQUITOS,HEALTH DEPARTMENT,9.0,CLOSED,38.2689461482,-85.6959605996
2159,5084470,2018-07-06 14:05:00,TRAF SIGNAL REPR,PUBLIC WORKS,3.0,CLOSED,38.2240664746,-85.80522028989999
2160,5084471,2018-07-06 14:06:00,HIGH GRASS WEEDS,IPL,3.0,CLOSED,38.2293320856,-85.8033584443
2161,5084476,2018-07-06 14:15:00,HEALTH CONCERNS,HEALTH DEPARTMENT,1.0,CLOSED,38.171485150100004,-85.8703415958
2162,5084477,2018-07-06 14:16:00,GARBAGE VIOLATIO,SWMS,5.0,OPEN,38.2595460293,-85.7908558291
2163,5059874,2018-07-06 14:20:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2517265858,-85.821397696
2164,5084483,2018-07-06 14:26:00,DAMAGE GARB CART,SWMS,10.0,CLOSED,38.202927226199996,-85.6803148436
2165,5084484,2018-07-06 14:26:00,STOLEN GARB CART,SWMS,10.0,CLOSED,38.202927226199996,-85.6803148436
2166,5084485,2018-07-06 14:29:00,MOSQUITOS,HEALTH DEPARTMENT,25.0,CLOSED,38.0949408714,-85.8608666367
2167,5084486,2018-07-06 14:29:00,STOLEN GARB CART,SWMS,15.0,OPEN,38.2113603151,-85.7493275862
2168,5084487,2018-07-06 14:31:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,6.0,OPEN,38.2454614529,-85.7921868256
2169,5084489,2018-07-06 14:31:00,EXTERIOR VIOL,IPL,8.0,CLOSED,38.2260756768,-85.6868422914
2170,5084491,2018-07-06 14:32:00,INTERIOR VIOL,IPL,12.0,CLOSED,38.1553029753,-85.80353361649999
2171,5084492,2018-07-06 14:32:00,VEHICLE PVT PROP,IPL,7.0,CLOSED,38.2751931388,-85.583366133
2172,5084494,2018-07-06 14:32:00,TRASH PVT PROP,IPL,2.0,CLOSED,38.1653885885,-85.68446034739999
2173,5084493,2018-07-06 14:32:39,EXTERIOR VIOL,IPL,22.0,CLOSED,38.1496834127,-85.5742869175
2174,5084495,2018-07-06 14:33:00,TRASH PVT PROP,IPL,2.0,CLOSED,38.164616827399996,-85.6817805576
2175,5084497,2018-07-06 14:36:00,ROADSIDE LITTER,SWMS,15.0,CLOSED,38.1994960766,-85.76336101380001
2176,5084498,2018-07-06 14:38:00,MOSQUITOS,HEALTH DEPARTMENT,13.0,CLOSED,38.1281119275,-85.7569819455
2177,5084499,2018-07-06 14:38:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,6.0,OPEN,38.231427697,-85.75788913699999
2178,5084500,2018-07-06 14:39:00,GARBAGE MISSED,SWMS,5.0,OPEN,38.2626353218,-85.7915100627
2179,5084501,2018-07-06 14:39:11,ZONING CONCERNS,IPL,12.0,CLOSED,38.1366805981,-85.87360693939999
2180,5084502,2018-07-06 14:41:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.2699292734,-85.7932081818
2181,5084503,2018-07-06 14:41:00,TRAF SIGNAL REPR,PUBLIC WORKS,3.0,CLOSED,38.2237089369,-85.8001732395
2182,5084505,2018-07-06 14:41:00,TRAF SIGNAL REPR,PUBLIC WORKS,3.0,CLOSED,38.2240664746,-85.80522028989999
2183,5084504,2018-07-06 14:41:31,VAP LOT WEEDS,IPL,5.0,CLOSED,38.2638743503,-85.7825040093
2184,5084508,2018-07-06 14:43:00,TRASH PVT PROP,IPL,6.0,CLOSED,38.2342315856,-85.7869692377
2185,5084510,2018-07-06 14:44:00,JUNK VIOLATION,SWMS,21.0,CLOSED,38.1812598849,-85.7612534272
2186,5084511,2018-07-06 14:44:26,RECYCLE BINS,SWMS,9.0,CLOSED,38.2394486972,-85.6658449783
2187,5084512,2018-07-06 14:45:00,STREET RESURFACE,PUBLIC WORKS,13.0,CLOSED,38.1299449177,-85.7371075697
2188,5060714,2018-07-06 14:47:00,EXTERIOR VIOL,IPL,13.0,CLOSED,38.1204153924,-85.75791761939999
2189,5084514,2018-07-06 14:47:00,TRASH PVT PROP,IPL,1.0,CLOSED,38.1947389446,-85.8420343998
2190,5084515,2018-07-06 14:47:00,DEAD ANIMAL,SWMS,20.0,CLOSED,38.1847453173,-85.5568812744
2191,5084516,2018-07-06 14:48:00,GARBAGE MISSED,SWMS,15.0,OPEN,38.1804874515,-85.7888321658
2192,5088956,2018-07-06 14:49:00,ROADSIDE LITTER,SWMS,13.0,CLOSED,38.1576869163,-85.7257293074
2193,5084517,2018-07-06 14:50:16,NJUNK WEEK,PICKUP DAYS,6.0,CLOSED,38.2432655555,-85.7979070197
2194,5084521,2018-07-06 14:50:45,VEHICLE PVT PROP,IPL,5.0,CLOSED,38.271481325100005,-85.8144501644
2195,5084522,2018-07-06 14:51:16,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.1994631265,-85.76695674609999
2196,5084523,2018-07-06 14:52:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.2626753228,-85.7807675322
2197,5084524,2018-07-06 14:52:28,HIGH GRASS WEEDS,IPL,4.0,CLOSED,38.252785311,-85.7847393314
2198,5084525,2018-07-06 14:55:00,STREET REPAIR,LPM,12.0,CLOSED,38.1571913297,-85.8847646106
2199,5084526,2018-07-06 14:55:00,STOLEN GARB CART,SWMS,6.0,OPEN,38.2366726985,-85.7895035966
2200,5084528,2018-07-06 14:55:00,RECYCLE BINS,SWMS,6.0,CLOSED,38.2366726985,-85.7895035966
2201,5084529,2018-07-06 14:58:00,INTERIOR VIOL,IPL,4.0,CLOSED,38.238469152600004,-85.7330337048
2202,5084530,2018-07-06 14:59:33,TRASH PVT PROP,IPL,1.0,CLOSED,38.1961630302,-85.8340577699
2203,5078539,2018-07-06 15:00:00,TRAF SIG TIMING,PUBLIC WORKS,20.0,OPEN,38.1505229751,-85.5494472261
2204,5084532,2018-07-06 15:03:00,YARD WASTE MISS,SWMS,5.0,CLOSED,38.2533637273,-85.8138056193
2205,5084533,2018-07-06 15:04:33,ZONING CONCERNS,IPL,14.0,CLOSED,38.130124415,-85.8585755367
2206,5084540,2018-07-06 15:08:52,NCODES & REGS,METRO AGENCIES,4.0,CLOSED,38.2534550608,-85.7776449712
2207,5084541,2018-07-06 15:09:00,HIGH GRASS WEEDS,IPL,10.0,CLOSED,38.2276728245,-85.7356542916
2208,5084542,2018-07-06 15:09:00,GRAFFITI PVTPROP,IPL,10.0,CLOSED,38.2268122388,-85.7352989823
2209,5084543,2018-07-06 15:10:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,10.0,OPEN,38.225626997,-85.72893146850001
2210,5084544,2018-07-06 15:10:00,TRAF BOX CONCERN,PUBLIC WORKS,10.0,CLOSED,38.2259420241,-85.7333245823
2211,5084546,2018-07-06 15:10:00,TRAF BOX CONCERN,PUBLIC WORKS,10.0,CLOSED,38.2217222506,-85.7375047754
2212,5084547,2018-07-06 15:11:00,PED SIGNAL REPR,PUBLIC WORKS,4.0,CLOSED,38.2442628686,-85.73395904680001
2213,5084545,2018-07-06 15:11:18,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.2045223427,-85.7816491666
2214,5083565,2018-07-06 15:12:00,DEAD ANIMAL,SWMS,6.0,CLOSED,38.2426948544,-85.7930926946
2215,5084503,2018-07-06 15:12:00,TRAF SIGNAL REPR,PUBLIC WORKS,3.0,CLOSED,38.2237089369,-85.8001732395
2216,5084548,2018-07-06 15:13:00,TRAF SIGNAL REPR,PUBLIC WORKS,3.0,CLOSED,38.2237089369,-85.8001732395
2217,5084551,2018-07-06 15:13:00,HIGH GRASS WEEDS,IPL,8.0,CLOSED,38.2266259426,-85.68787673979999
2218,5084552,2018-07-06 15:16:00,STREET REPAIR,LPM,10.0,CLOSED,38.2272095613,-85.7358014887
2219,5084553,2018-07-06 15:16:00,NEW RECYCLE CART,SWMS,15.0,CLOSED,38.2148936915,-85.7515587098
2220,5084554,2018-07-06 15:17:10,DEAD ANIMAL,SWMS,13.0,CLOSED,38.0852704802,-85.6719986073
2221,5084556,2018-07-06 15:19:00,GARBAGE MISSED,SWMS,15.0,CLOSED,38.1992779693,-85.7809261166
2222,5084558,2018-07-06 15:21:00,STREET POTHOLE,LPM,13.0,CLOSED,38.0914268291,-85.7021181083
2223,5084559,2018-07-06 15:21:00,STREET HAZARD,LPM,12.0,CLOSED,38.1571913297,-85.8847646106
2224,5084560,2018-07-06 15:22:00,OVERGROWTH,LPM,8.0,CLOSED,38.2271455652,-85.68827695659999
2225,5084562,2018-07-06 15:24:27,STREET CLEANING,SWMS,5.0,CLOSED,38.2542554229,-85.8204214707
2226,5084564,2018-07-06 15:26:00,SIDEWALK OBSTRUC,IPL,6.0,CLOSED,38.2293183893,-85.7519299725
2227,5084565,2018-07-06 15:28:00,STOLEN GARB CART,SWMS,5.0,OPEN,38.2648661203,-85.78707775560001
2228,5084567,2018-07-06 15:29:13,DEAD ANIMAL,SWMS,5.0,CLOSED,38.2726842852,-85.79961072319999
2229,5084568,2018-07-06 15:29:29,TRASH PVT PROP,IPL,15.0,CLOSED,38.1955677102,-85.7706234858
2230,5084570,2018-07-06 15:30:32,TRASH PVT PROP,IPL,15.0,CLOSED,38.1949981374,-85.7707055307
2231,5080166,2018-07-06 15:31:00,DAMAGE GARB CART,SWMS,8.0,CLOSED,38.2186297633,-85.66144993260001
2232,5084572,2018-07-06 15:36:29,VAP STRUC WEEDS,IPL,21.0,CLOSED,38.1615849152,-85.7586913602
2233,5088961,2018-07-06 15:37:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2746345948,-85.7929423905
2234,5084575,2018-07-06 15:38:29,ACCESS PARK ZONE,PUBLIC WORKS,3.0,OPEN,38.2272219559,-85.7884921112
2235,5084576,2018-07-06 15:39:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.257794805799996,-85.7966005741
2236,5034908,2018-07-06 15:40:00,ACCESS PARK ZONE,PUBLIC WORKS,6.0,CLOSED,38.2340434711,-85.79311087
2237,5084578,2018-07-06 15:40:00,STOLEN GARB CART,SWMS,4.0,OPEN,38.2371138145,-85.74434358399999
2238,5074706,2018-07-06 15:41:00,ILLEGAL DUMPING,SWMS,5.0,CLOSED,38.2612204671,-85.7957017125
2239,5084582,2018-07-06 15:42:00,DAMAGE GARB CART,SWMS,15.0,OPEN,38.1780276375,-85.8092381258
2240,5084583,2018-07-06 15:43:00,OVERGROWTH,LPM,11.0,CLOSED,38.1929739193,-85.6105387953
2241,5084586,2018-07-06 15:43:00,STOLEN GARB CART,SWMS,5.0,CLOSED,38.2679882195,-85.7864924237
2242,5084588,2018-07-06 15:44:57,GARBAGE MISSED,METRO PARKS,5.0,CLOSED,38.2644425365,-85.8277061574
2243,5084589,2018-07-06 15:45:00,DAMAGE GARB CART,SWMS,21.0,CLOSED,38.1864786171,-85.7601475333
2244,5084591,2018-07-06 15:45:00,ZONING CONCERNS,IPL,9.0,OPEN,38.2489119238,-85.69282441989999
2245,5084592,2018-07-06 15:46:00,TRASH PVT PROP,IPL,23.0,CLOSED,38.0988869954,-85.6495356073
2246,5084595,2018-07-06 15:47:00,VAP LOT TRASH,IPL,6.0,CLOSED,38.250229862,-85.792343805
2247,5084593,2018-07-06 15:47:32,NEW BLDG ISSUE,IPL,5.0,OPEN,38.2605733038,-85.79375823939999
2248,5072157,2018-07-06 15:48:00,VAP LOT WEEDS,IPL,5.0,CLOSED,38.263081856999996,-85.7998969493
2249,5084597,2018-07-06 15:52:00,STREET POTHOLE,LPM,24.0,CLOSED,38.1713329576,-85.6593819934
2250,5084598,2018-07-06 15:53:00,RAT BAITING,IPL,6.0,CLOSED,38.2331996571,-85.7535875065
2251,5084600,2018-07-06 15:55:52,RECYCLE BINS,SWMS,8.0,CLOSED,38.2288111587,-85.7045760852
2252,5084028,2018-07-06 15:56:00,WEATHER RELATED,PUBLIC WORKS,15.0,CLOSED,38.2176054142,-85.7441999654
2253,5084606,2018-07-06 15:59:21,LITTER BASKETS,SWMS,1.0,CLOSED,38.2429479694,-85.80939206890001
2254,5084609,2018-07-06 16:02:45,HIGH GRASS WEEDS,IPL,25.0,CLOSED,38.1512650307,-85.7796928138
2255,5084610,2018-07-06 16:03:00,DAMAGE GARB CART,SWMS,6.0,CLOSED,38.2101156546,-85.7735489423
2256,5084614,2018-07-06 16:04:00,VEHICLE PVT PROP,IPL,4.0,CLOSED,38.2354056601,-85.7301055057
2257,5084616,2018-07-06 16:05:00,NEW RECYCLE CART,SWMS,15.0,CLOSED,38.1906986352,-85.7739701496
2258,5081714,2018-07-06 16:06:00,PARK MAINTAIN,METRO PARKS,15.0,CLOSED,38.1936514288,-85.7663482528
2259,5084600,2018-07-06 16:06:00,RECYCLE BINS,SWMS,8.0,CLOSED,38.2288111587,-85.7045760852
2260,5084617,2018-07-06 16:07:00,NEW RECYCLE CART,SWMS,26.0,CLOSED,38.203035116799995,-85.6635693972
2261,5084619,2018-07-06 16:08:00,JUNK VIOLATION,SWMS,4.0,CLOSED,38.2351886771,-85.7376708513
2262,5084618,2018-07-06 16:08:08,VAP STRUC WEEDS,IPL,1.0,CLOSED,38.249015818400004,-85.8209942596
2263,5084620,2018-07-06 16:10:00,DAMAGE GARB CART,SWMS,26.0,CLOSED,38.2170600636,-85.6439794467
2264,5081089,2018-07-06 16:11:00,STREET POTHOLE,LPM,2.0,CLOSED,38.1614627249,-85.6643265174
2265,5084622,2018-07-06 16:14:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.267418873800004,-85.816334322
2266,5084623,2018-07-06 16:15:11,LITTER BASKETS,SWMS,6.0,CLOSED,38.2232333401,-85.7620708115
2267,5084624,2018-07-06 16:16:23,ILLEGAL PARKING,PARKING AUTHORITY OF RIVER CTY,4.0,CLOSED,38.2526983436,-85.753844927
2268,5084625,2018-07-06 16:18:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,8.0,CLOSED,38.2240140283,-85.7025304583
2269,5078681,2018-07-06 16:19:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,5.0,CLOSED,38.271794784099995,-85.79253018189999
2270,5084627,2018-07-06 16:21:53,HIGH GRASS WEEDS,IPL,14.0,CLOSED,38.138282613600005,-85.8650430856
2271,5084628,2018-07-06 16:22:00,ILLEGAL DUMPING,SWMS,5.0,CLOSED,38.2646391737,-85.8192248144
2272,5084631,2018-07-06 16:23:56,EXTERIOR VIOL,IPL,6.0,CLOSED,38.234517581700004,-85.7523334345
2273,5064237,2018-07-06 16:25:00,TRAF SIG TIMING,PUBLIC WORKS,20.0,OPEN,38.1902002087,-85.56895517390001
2274,5084633,2018-07-06 16:25:00,STREET POTHOLE,LPM,2.0,CLOSED,38.1650152069,-85.6693795141
2275,5084636,2018-07-06 16:28:00,EXTERIOR VIOL,IPL,6.0,CLOSED,38.234817301,-85.7618801759
2276,5084637,2018-07-06 16:28:00,HIGH GRASS WEEDS,IPL,23.0,CLOSED,38.1283345883,-85.6608314958
2277,5084635,2018-07-06 16:28:25,STOLEN GARB CART,SWMS,8.0,CLOSED,38.2333295378,-85.7172569304
2278,5084640,2018-07-06 16:33:39,MISCELLANEOUS,IPL,5.0,CLOSED,38.2713784237,-85.7859858713
2279,5084644,2018-07-06 16:36:12,EXTERIOR VIOL,IPL,6.0,CLOSED,38.2496320899,-85.7916485046
2280,5084646,2018-07-06 16:38:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.267634317399995,-85.7856279834
2281,5084648,2018-07-06 16:39:13,EXTERIOR VIOL,IPL,22.0,CLOSED,38.1593757778,-85.61191713609999
2282,5078692,2018-07-06 16:40:00,EXTERIOR VIOL,IPL,12.0,CLOSED,38.160626998699996,-85.8664855095
2283,5084653,2018-07-06 16:42:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,26.0,OPEN,38.2213749278,-85.6496143746
2284,5084652,2018-07-06 16:42:45,NCODES & REGS,METRO AGENCIES,21.0,CLOSED,38.1823663319,-85.7657266353
2285,5084654,2018-07-06 16:44:20,NPUBLIC WORKS,METRO AGENCIES,3.0,CLOSED,38.2237089369,-85.8001732395
2286,5082399,2018-07-06 16:45:00,STREET HAZARD,LPM,7.0,CLOSED,38.2632050746,-85.6180861763
2287,5084655,2018-07-06 16:45:48,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.2425829795,-85.7849102962
2288,5047710,2018-07-06 16:46:00,VAP EXTERIOR,IPL,15.0,CLOSED,38.1956136897,-85.7681466312
2289,5084656,2018-07-06 16:46:00,TRAF SIG TIMING,PUBLIC WORKS,20.0,CLOSED,38.1505229751,-85.5494472261
2290,5084661,2018-07-06 16:52:17,NEW BLDG ISSUE,IPL,6.0,OPEN,38.2387657928,-85.7623662885
2291,5084664,2018-07-06 16:54:56,NSWMS OTHER,SWMS,26.0,CLOSED,38.2265457258,-85.6305871523
2292,5084665,2018-07-06 16:56:17,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.1744395247,-85.8074842497
2293,5084666,2018-07-06 16:57:00,VAP STRUC WEEDS,IPL,23.0,CLOSED,38.1464675398,-85.6259963433
2294,5084667,2018-07-06 17:00:00,OVERGROWTH,LPM,5.0,CLOSED,38.243939970599996,-85.8184511253
2295,5084669,2018-07-06 17:01:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,4.0,OPEN,38.235832564,-85.7438123378
2296,5084671,2018-07-06 17:06:42,NRECYCLING QUEST,SWMS,9.0,CLOSED,38.262340787,-85.71078260350001
2297,5084673,2018-07-06 17:07:00,TRASH PVT PROP,IPL,6.0,CLOSED,38.231862163,-85.75017202689999
2298,5084674,2018-07-06 17:08:00,ALLEY POTHOLE,LPM,5.0,OPEN,38.2623105582,-85.8056488258
2299,5067928,2018-07-06 17:10:00,DAMAGE GARB CART,SWMS,21.0,CLOSED,38.206840999,-85.7326771308
