,service_request_id,requested_datetime,service_name,agency_responsible,council_district,status_description,lat,long
6256,5091888,2018-07-17 12:07:00,ALLEY POTHOLE,LPM,15.0,OPEN,38.173437958200005,-85.78219239399999
6257,5091891,2018-07-17 12:08:00,NEW RECYCLE CART,SWMS,8.0,CLOSED,38.2314147927,-85.68838585350001
6258,5091894,2018-07-17 12:08:00,HIGH GRASS WEEDS,IPL,1.0,CLOSED,38.232003718099996,-85.8122559818
6259,5091889,2018-07-17 12:08:05,VEHICLE PVT PROP,IPL,25.0,CLOSED,38.1494303675,-85.7855492282
6260,5091893,2018-07-17 12:08:44,HIGH GRASS WEEDS,IPL,1.0,CLOSED,38.2320448558,-85.8122603483
6261,5051594,2018-07-17 12:09:00,VAP STRUC WEEDS,IPL,6.0,CLOSED,38.2378867571,-85.78134635800001
6262,5041347,2018-07-17 12:10:00,DUST,AIR POLLUTION CONTROL,3.0,CLOSED,38.214799614,-85.8003534588
6263,5091895,2018-07-17 12:10:04,VAP STRUC WEEDS,IPL,21.0,CLOSED,38.1693538807,-85.77268783689999
6264,5091896,2018-07-17 12:10:17,YARD WASTE MISS,SWMS,15.0,CLOSED,38.179474216399996,-85.8123761974
6265,5091897,2018-07-17 12:10:28,VAP LOT WEEDS,IPL,1.0,CLOSED,38.1780778535,-85.8639126564
6266,5091899,2018-07-17 12:10:55,VAP STRUC WEEDS,IPL,21.0,CLOSED,38.1692118785,-85.7726257231
6267,5091900,2018-07-17 12:13:26,TRASH PVT PROP,IPL,21.0,CLOSED,38.1849153512,-85.7158273691
6268,5087969,2018-07-17 12:14:00,GARBAGE MISSED,SWMS,21.0,CLOSED,38.1585212465,-85.7634661124
6269,5091903,2018-07-17 12:14:00,STOLEN GARB CART,SWMS,15.0,CLOSED,38.2036950795,-85.7858744309
6270,5091904,2018-07-17 12:14:00,DAMAGE GARB CART,SWMS,21.0,CLOSED,38.1596305622,-85.776550435
6271,5091907,2018-07-17 12:16:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,4.0,OPEN,38.233908205300004,-85.7353500602
6272,5091914,2018-07-17 12:16:00,EXTERIOR VIOL,IPL,6.0,CLOSED,38.2471650123,-85.7791773302
6273,5091911,2018-07-17 12:17:00,PESTS,IPL,6.0,CLOSED,38.2483537018,-85.7927880465
6274,5091913,2018-07-17 12:17:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.2546985164,-85.79211479930001
6275,5091919,2018-07-17 12:21:00,VEHICLE PVT PROP,IPL,6.0,CLOSED,38.206434029899995,-85.776813133
6276,5091920,2018-07-17 12:22:00,LONG LINE STRIPE,KY DEPT OF TRANSPORTATION,13.0,OPEN,38.1299449177,-85.7371075697
6277,5091921,2018-07-17 12:22:00,GARBAGE MISSED,SWMS,8.0,OPEN,38.225684191300004,-85.7102057019
6278,5091924,2018-07-17 12:22:00,MARKING REFRESH,PUBLIC WORKS,13.0,CLOSED,38.1299449177,-85.7371075697
6279,5091928,2018-07-17 12:22:00,STREET REPAIR,LPM,13.0,CLOSED,38.1299449177,-85.7371075697
6280,5091546,2018-07-17 12:24:00,MISCELLANEOUS,SWMS,21.0,CLOSED,38.178518339200004,-85.7783805083
6281,5091929,2018-07-17 12:26:00,OVERGROWTH,LPM,9.0,CLOSED,38.240616935700004,-85.6575801835
6282,5091933,2018-07-17 12:29:00,ANIMAL CRUELTY,ANIMAL SERVICES,21.0,CLOSED,38.1763432324,-85.7589663154
6283,5091939,2018-07-17 12:29:00,NCODES & REGS,METRO AGENCIES,3.0,CLOSED,38.1961245795,-85.7980375495
6284,5091936,2018-07-17 12:30:00,DAMAGE GARB CART,SWMS,15.0,OPEN,38.1824429584,-85.80374827850001
6285,5091935,2018-07-17 12:30:19,NHOME REPAIR,SOCIAL SERVICES,5.0,CLOSED,38.2674970276,-85.8233936936
6286,5091937,2018-07-17 12:31:07,YARD WASTE MISS,SWMS,15.0,CLOSED,38.1910140372,-85.76281685560001
6287,5074709,2018-07-17 12:37:00,HEALTH CONCERNS,HEALTH DEPARTMENT,19.0,CLOSED,38.2775586092,-85.4907942822
6288,5091945,2018-07-17 12:37:00,EXTERIOR VIOL,IPL,14.0,CLOSED,38.0649173745,-85.89032807550001
6289,5091944,2018-07-17 12:37:06,TRASH PVT PROP,IPL,21.0,CLOSED,38.1849153512,-85.7158273691
6290,5091950,2018-07-17 12:42:20,NJUNK WEEK,PICKUP DAYS,5.0,CLOSED,38.2637484646,-85.8067699259
6291,5091955,2018-07-17 12:46:00,STOLEN GARB CART,SWMS,4.0,OPEN,38.23640098,-85.7390884851
6292,5091956,2018-07-17 12:46:00,TRAF SIGNAL REPR,PUBLIC WORKS,16.0,OPEN,38.2929249846,-85.62843083029999
6293,5091957,2018-07-17 12:46:00,OVERGROWTH,LPM,11.0,CLOSED,38.2100457314,-85.59911419859999
6294,5091960,2018-07-17 12:46:00,NEW RECYCLE CART,SWMS,4.0,CLOSED,38.23640098,-85.7390884851
6295,5091959,2018-07-17 12:47:00,NJUNK QUESTION,SWMS,21.0,CLOSED,38.1668977053,-85.7657972653
6296,5091958,2018-07-17 12:47:14,NJUNK QUESTION,SWMS,21.0,CLOSED,38.1668977053,-85.7657972653
6297,5091965,2018-07-17 12:53:00,BEDBUGS CODES,IPL,12.0,CLOSED,38.1702245829,-85.7983453773
6298,5091968,2018-07-17 12:53:00,JUNK VIOLATION,SWMS,6.0,CLOSED,38.2123031069,-85.77407864930001
6299,5091967,2018-07-17 12:53:10,YARD WASTE MISS,SWMS,8.0,CLOSED,38.2418388835,-85.7217503125
6300,5091969,2018-07-17 12:54:00,TRAF SIGNAL REPR,PUBLIC WORKS,16.0,CLOSED,38.2884290868,-85.6210289954
6301,5091971,2018-07-17 12:54:00,JUNK MISSED,SWMS,6.0,CLOSED,38.2122187191,-85.7740211853
6302,5091974,2018-07-17 12:56:00,LITTER BASKETS,SWMS,4.0,CLOSED,38.2375614829,-85.7469025425
6303,5091975,2018-07-17 12:56:00,JUNK VIOLATION,SWMS,6.0,CLOSED,38.2122187191,-85.7740211853
6304,5091978,2018-07-17 12:56:00,JUNK VIOLATION,SWMS,6.0,CLOSED,38.212402071599996,-85.77344024189999
6305,5091972,2018-07-17 12:56:38,LITTER BASKETS,SWMS,4.0,CLOSED,38.2375614829,-85.7469025425
6306,5091973,2018-07-17 12:57:00,GARBAGE MISSED,SWMS,9.0,OPEN,38.2519299298,-85.7036947864
6307,5091983,2018-07-17 13:01:00,EXTERIOR VIOL,IPL,9.0,CLOSED,38.2461710258,-85.69549325189999
6308,5091985,2018-07-17 13:02:00,VEHICLE PVT PROP,IPL,23.0,CLOSED,38.128346948899996,-85.6271799128
6309,5091986,2018-07-17 13:02:00,ACCESS PARK ZONE,PUBLIC WORKS,5.0,OPEN,38.2677631779,-85.7841815531
6310,5091988,2018-07-17 13:03:21,HIGH GRASS WEEDS,IPL,12.0,CLOSED,38.1629644621,-85.8573262033
6311,5091989,2018-07-17 13:04:02,TRASH PVT PROP,IPL,14.0,CLOSED,38.1434331849,-85.8568215479
6312,5091993,2018-07-17 13:05:00,VEHICLE PVT PROP,IPL,11.0,CLOSED,38.194705171500004,-85.6113889887
6313,5091994,2018-07-17 13:07:00,STOLEN GARB CART,SWMS,6.0,CLOSED,38.2235491123,-85.770533742
6314,5091999,2018-07-17 13:08:00,CURB REPAIR,PUBLIC WORKS,19.0,CLOSED,38.2426962893,-85.4878204203
6315,5091997,2018-07-17 13:08:12,HIGH GRASS WEEDS,IPL,5.0,CLOSED,38.2484128419,-85.8161995513
6316,5092004,2018-07-17 13:09:00,SIDEWALK REPAIR,PUBLIC WORKS,4.0,CLOSED,38.2534364594,-85.7573047419
6317,5092005,2018-07-17 13:10:00,PARK MAINTAIN,METRO PARKS,9.0,CLOSED,38.242931558,-85.6707776222
6318,5092009,2018-07-17 13:10:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,15.0,CLOSED,38.2005000054,-85.76388091189999
6319,5092007,2018-07-17 13:11:30,LIGHTING REPAIR,PUBLIC WORKS,8.0,CLOSED,38.2185441922,-85.6783638917
6320,5092013,2018-07-17 13:14:00,STOLEN GARB CART,SWMS,21.0,CLOSED,38.1734641875,-85.764963525
6321,5092016,2018-07-17 13:17:00,STREET POTHOLE,LPM,13.0,CLOSED,38.1424000062,-85.6892649275
6322,5092018,2018-07-17 13:17:00,DAMAGE GARB CART,SWMS,9.0,OPEN,38.2403064323,-85.6707471675
6323,5092019,2018-07-17 13:17:00,EASEMENT OTHER,LPM,1.0,CLOSED,38.1671822601,-85.841291866
6324,5092023,2018-07-17 13:17:00,STREET POTHOLE,LPM,24.0,CLOSED,38.1360265114,-85.6845176503
6325,5092020,2018-07-17 13:19:00,UTILITY CUT,PUBLIC WORKS,8.0,CLOSED,38.2318554349,-85.7222200368
6326,5092021,2018-07-17 13:19:00,PARK MAINTAIN,METRO PARKS,15.0,CLOSED,38.1598284505,-85.7801025294
6327,5088196,2018-07-17 13:20:00,UTILITY CUT,PUBLIC WORKS,8.0,CLOSED,38.2317738795,-85.7223715824
6328,5092025,2018-07-17 13:22:47,NGARBAGE QUEST,SWMS,6.0,CLOSED,38.209919542899996,-85.77005362220001
6329,5092027,2018-07-17 13:23:00,RECYCLE BINS,SWMS,8.0,OPEN,38.2247431365,-85.7116663996
6330,5092031,2018-07-17 13:23:00,RECYCLE BINS,SWMS,8.0,CLOSED,38.2247431365,-85.7116663996
6331,5092030,2018-07-17 13:24:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,25.0,CLOSED,38.1467880203,-85.7759470148
6332,5092032,2018-07-17 13:25:00,GARBAGE MISSED,SWMS,6.0,OPEN,38.208882398,-85.7767114239
6333,5092033,2018-07-17 13:26:00,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.1889385414,-85.79814549
6334,5092034,2018-07-17 13:27:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,13.0,CLOSED,38.0843448515,-85.676949351
6335,5092035,2018-07-17 13:27:00,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.188523212199996,-85.7981923202
6336,5092036,2018-07-17 13:27:00,STREET HAZARD,LOUISVILLE WATER COMPANY,8.0,CLOSED,38.2245707871,-85.6939429095
6337,5092037,2018-07-17 13:27:00,HIGH GRASS WEEDS,IPL,1.0,CLOSED,38.19275427,-85.8756286084
6338,5089938,2018-07-17 13:29:00,VEHICLE PVT PROP,IPL,7.0,CLOSED,38.266675914299995,-85.6131947022
6339,5092040,2018-07-17 13:29:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,6.0,OPEN,38.2334797897,-85.7629421701
6340,5092041,2018-07-17 13:29:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.2620701808,-85.8076117336
6341,5092043,2018-07-17 13:31:00,ILLEGAL DUMPING,SWMS,5.0,CLOSED,38.2653902775,-85.799580462
6342,5092042,2018-07-17 13:31:42,ZONING CONCERNS,IPL,7.0,CLOSED,38.266675914299995,-85.6131947022
6343,5092036,2018-07-17 13:32:00,STREET HAZARD,LOUISVILLE WATER COMPANY,8.0,CLOSED,38.2245707871,-85.6939429095
6344,5092044,2018-07-17 13:32:00,ABANDON VEHICLE,METRO POLICE DEPARTMENT,7.0,CLOSED,38.266675914299995,-85.6131947022
6345,5088196,2018-07-17 13:34:00,UTILITY CUT,PUBLIC WORKS,8.0,CLOSED,38.2317738795,-85.7223715824
6346,5092048,2018-07-17 13:34:47,YARD WASTE MISS,SWMS,5.0,CLOSED,38.2544607439,-85.8157657502
6347,5048532,2018-07-17 13:36:00,DAMAGE GARB CART,SWMS,5.0,CLOSED,38.2725450317,-85.7864495079
6348,5092054,2018-07-17 13:37:00,DAMAGE GARB CART,SWMS,4.0,OPEN,38.2495964573,-85.73570225739999
6349,5092055,2018-07-17 13:37:00,HIGH GRASS WEEDS,IPL,24.0,CLOSED,38.1367430339,-85.6676986219
6350,5089519,2018-07-17 13:39:00,ACCESS PARK ZONE,PUBLIC WORKS,3.0,CLOSED,38.2287654173,-85.7857812352
6351,5092056,2018-07-17 13:39:00,DAMAGE GARB CART,SWMS,10.0,OPEN,38.231335925500005,-85.73591373890001
6352,5092057,2018-07-17 13:39:00,GARBAGE MISSED,SWMS,5.0,OPEN,38.2758456835,-85.7995876193
6353,5092059,2018-07-17 13:41:00,MISCELLANEOUS,SWMS,24.0,OPEN,38.1376145311,-85.6581045134
6354,5092060,2018-07-17 13:42:00,STOLEN GARB CART,SWMS,6.0,OPEN,38.2079514597,-85.774603461
6355,5092061,2018-07-17 13:42:00,HIGH GRASS WEEDS,IPL,1.0,CLOSED,38.2311640203,-85.8126139591
6356,5092062,2018-07-17 13:43:00,EXTERIOR VIOL,IPL,25.0,CLOSED,38.124368144499996,-85.8184416932
6357,5092069,2018-07-17 13:46:00,ROAD WORK ISSUE,PUBLIC WORKS,3.0,CLOSED,38.2288768457,-85.7928488009
6358,5092071,2018-07-17 13:47:00,RECYCLING MISSED,SWMS,6.0,CLOSED,38.2295654968,-85.7542817443
6359,5092073,2018-07-17 13:50:00,SIGNAGE REPAIR,PUBLIC WORKS,1.0,CLOSED,38.1868199913,-85.8340351084
6360,5092074,2018-07-17 13:51:22,VAP STRUC WEEDS,IPL,15.0,CLOSED,38.1855739548,-85.7991977484
6361,5026053,2018-07-17 13:53:00,CURB REPAIR,SWMS,21.0,OPEN,38.156388404299996,-85.7697172668
6362,5092076,2018-07-17 13:55:00,EXTERIOR VIOL,IPL,8.0,CLOSED,38.2387685434,-85.7247906704
6363,5029687,2018-07-17 13:56:00,SIDEWALK REPAIR,PUBLIC WORKS,12.0,CLOSED,38.1598401776,-85.8576397703
6364,5092077,2018-07-17 13:56:00,GARBAGE MISSED,SWMS,26.0,OPEN,38.2019977778,-85.6630515344
6365,5092079,2018-07-17 13:58:44,NGARBAGE DAY,PICKUP DAYS,21.0,CLOSED,38.156388404299996,-85.7697172668
6366,5092080,2018-07-17 13:59:08,YARD WASTE MISS,SWMS,4.0,CLOSED,38.2315796498,-85.7447903109
6367,5092082,2018-07-17 14:03:00,TRAF SIGNAL REPR,PUBLIC WORKS,23.0,CLOSED,38.137425718,-85.62128406800001
6368,5019248,2018-07-17 14:04:00,STOLEN GARB CART,SWMS,21.0,OPEN,38.1793228899,-85.7767134396
6369,5092084,2018-07-17 14:04:00,RECYCLE BINS,SWMS,9.0,OPEN,38.255935322199996,-85.6741701351
6370,5092085,2018-07-17 14:06:00,RECYCLE BINS,SWMS,9.0,OPEN,38.2656074318,-85.7089254864
6371,5092086,2018-07-17 14:06:53,RECYCLE BINS,SWMS,3.0,CLOSED,38.2247082167,-85.7956211876
6372,5092090,2018-07-17 14:09:00,HIGH GRASS WEEDS,IPL,2.0,CLOSED,38.162981775700004,-85.6974362602
6373,5092091,2018-07-17 14:10:04,NGARBAGE DAY,PICKUP DAYS,21.0,CLOSED,38.1793228899,-85.7767134396
6374,5092092,2018-07-17 14:11:00,ILLEGAL DUMPING,SWMS,22.0,CLOSED,38.1254102944,-85.5746129811
6375,5092093,2018-07-17 14:11:00,HEALTH CONCERNS,HEALTH DEPARTMENT,4.0,CLOSED,38.2481895939,-85.763072725
6376,5071093,2018-07-17 14:12:00,VAP STRUC WEEDS,IPL,5.0,CLOSED,38.262660710300004,-85.7972754769
6377,5092094,2018-07-17 14:12:55,GARBAGE MISSED,SWMS,10.0,CLOSED,38.2220532377,-85.7313722365
6378,5081020,2018-07-17 14:13:00,PARK MAINTAIN,METRO PARKS,3.0,CLOSED,38.2284524212,-85.7999067058
6379,5092096,2018-07-17 14:14:00,DAMAGE GARB CART,SWMS,9.0,OPEN,38.254613959299995,-85.7036266131
6380,5092099,2018-07-17 14:20:00,EXTERIOR VIOL,IPL,23.0,CLOSED,38.1396560837,-85.638552757
6381,5090721,2018-07-17 14:22:00,DAMAGE GARB CART,SWMS,5.0,OPEN,38.2545632021,-85.8148832942
6382,5041810,2018-07-17 14:23:00,ACCESS PARK ZONE,PUBLIC WORKS,10.0,OPEN,38.2240520752,-85.74155089140001
6383,5081020,2018-07-17 14:25:00,PARK MAINTAIN,METRO PARKS,3.0,CLOSED,38.2284524212,-85.7999067058
6384,5092102,2018-07-17 14:25:16,INTERIOR VIOL,IPL,13.0,CLOSED,38.123200853200004,-85.7489257459
6385,5092106,2018-07-17 14:26:00,HIGH GRASS WEEDS,IPL,5.0,CLOSED,38.2726672919,-85.8035784006
6386,5092109,2018-07-17 14:26:00,VAP STRUC WEEDS,IPL,5.0,CLOSED,38.2726659951,-85.8036759191
6387,5092107,2018-07-17 14:27:00,STREET RESURFACE,PUBLIC WORKS,8.0,CLOSED,38.2312295625,-85.7241553961
6388,5092111,2018-07-17 14:28:00,JUNK VIOLATION,SWMS,26.0,CLOSED,38.2036457385,-85.6371685728
6389,5092113,2018-07-17 14:29:00,OVERGROWTH,LPM,7.0,CLOSED,38.2561003472,-85.6084714829
6390,5092114,2018-07-17 14:31:00,STOLEN GARB CART,SWMS,6.0,OPEN,38.2380233971,-85.7943271102
6391,5092119,2018-07-17 14:38:55,NMISC OTHER,MISCELLANEOUS,5.0,CLOSED,38.2469031866,-85.81920379520001
6392,5092120,2018-07-17 14:39:00,PARK MAINTAIN,METRO PARKS,5.0,CLOSED,38.251492496,-85.82755717270001
6393,5092121,2018-07-17 14:41:00,TRASH PVT PROP,IPL,10.0,CLOSED,38.205794777600005,-85.669035262
6394,5092122,2018-07-17 14:43:41,ACCESS PARK ZONE,PUBLIC WORKS,10.0,OPEN,38.2240520752,-85.74155089140001
6395,5092123,2018-07-17 14:45:00,TRASH PVT PROP,IPL,14.0,CLOSED,38.1296033672,-85.8729865447
6396,5092124,2018-07-17 14:46:25,ANIMAL CRUELTY,ANIMAL SERVICES,,CLOSED,38.3383946394,-85.5441262054
6397,5092126,2018-07-17 14:46:54,LIGHTING REPAIR,PUBLIC WORKS,1.0,CLOSED,38.2470935478,-85.82118253
6398,5092127,2018-07-17 14:47:00,REPORT LITTERER,SWMS,10.0,OPEN,38.1955228052,-85.7076161218
6399,5092128,2018-07-17 14:47:00,PARK MAINTAIN,METRO PARKS,15.0,CLOSED,38.1598284505,-85.7801025294
6400,5092129,2018-07-17 14:48:00,YARD WASTE MISS,SWMS,4.0,CLOSED,38.2410179719,-85.7390612592
6401,5092130,2018-07-17 14:48:00,INTERIOR VIOL,IPL,6.0,CLOSED,38.2433194479,-85.79528941689999
6402,5092131,2018-07-17 14:48:00,EXTERIOR VIOL,IPL,25.0,CLOSED,38.1239630308,-85.84726865
6403,5092133,2018-07-17 14:49:00,TRASH PVT PROP,IPL,1.0,CLOSED,38.2471698259,-85.8216369159
6404,5092135,2018-07-17 14:51:00,HIGH GRASS WEEDS,IPL,9.0,CLOSED,38.2560597652,-85.7033072599
6405,5092138,2018-07-17 14:52:00,TRAF SIGNAL REPR,PUBLIC WORKS,20.0,CLOSED,38.2292061701,-85.5297067605
6406,5092137,2018-07-17 14:52:11,RECYCLE BINS,SWMS,5.0,CLOSED,38.2474629925,-85.82922139600001
6407,5092141,2018-07-17 14:53:00,TRAFFIC CONCERN,METRO POLICE DEPARTMENT,10.0,OPEN,38.2221722974,-85.72978021600001
6408,5092146,2018-07-17 14:56:00,VAP EXTERIOR,IPL,1.0,CLOSED,38.2005943837,-85.8351706225
6409,5092147,2018-07-17 14:56:00,TRAF SIGNAL REPR,PUBLIC WORKS,16.0,CLOSED,38.310994798,-85.5702074478
6410,5092149,2018-07-17 14:56:00,HIGH GRASS WEEDS,IPL,21.0,CLOSED,38.1661879193,-85.7639874754
6411,5092150,2018-07-17 14:57:39,RECYCLE BINS,SWMS,6.0,CLOSED,38.2348319858,-85.79288040029999
6412,5092153,2018-07-17 14:59:29,EXTERIOR VIOL,IPL,9.0,CLOSED,38.2515128477,-85.6910337378
6413,5092158,2018-07-17 15:03:00,RECYCLE BINS,SWMS,15.0,OPEN,38.2024510328,-85.7640085641
6414,5092159,2018-07-17 15:03:24,RECYCLE BINS,SWMS,4.0,OPEN,38.2251024853,-85.75023785399999
6415,5092162,2018-07-17 15:04:43,EXTERIOR VIOL,IPL,5.0,CLOSED,38.266459093099996,-85.7916574284
6416,5092164,2018-07-17 15:06:00,EXTERIOR VIOL,IPL,15.0,CLOSED,38.1977470706,-85.78477776140001
6417,5092163,2018-07-17 15:06:17,NGARBAGE QUEST,SWMS,3.0,CLOSED,38.1757682335,-85.8245084075
6418,5092165,2018-07-17 15:07:00,ALLEY POTHOLE,LPM,5.0,OPEN,38.250425251100005,-85.8158424353
6419,5092166,2018-07-17 15:08:00,STOLEN GARB CART,SWMS,5.0,OPEN,38.2449420589,-85.8194226101
6420,5092168,2018-07-17 15:10:00,ILLEGAL DUMPING,SWMS,6.0,CLOSED,38.237063883000005,-85.78283674810001
6421,5092169,2018-07-17 15:10:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.268731855700004,-85.7965304709
6422,5092170,2018-07-17 15:10:00,HIGH GRASS WEEDS,IPL,5.0,CLOSED,38.263306218800004,-85.7941542257
6423,5092171,2018-07-17 15:10:00,HIGH GRASS WEEDS,IPL,5.0,CLOSED,38.2633073236,-85.7940706491
6424,5092174,2018-07-17 15:14:07,STREET HAZARD,LPM,15.0,CLOSED,38.189780539299996,-85.7767625822
6425,5092175,2018-07-17 15:14:27,UTILITY CONCERNS,PUBLIC WORKS,15.0,CLOSED,38.189780539299996,-85.7767625822
6426,5092178,2018-07-17 15:15:00,PARK MAINTAIN,METRO PARKS,7.0,CLOSED,38.2775301735,-85.57104123270001
6427,5092176,2018-07-17 15:15:33,GARBAGE MISSED,SWMS,18.0,CLOSED,38.229732691100004,-85.63233979
6428,5092179,2018-07-17 15:16:00,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.193625976599996,-85.7680946733
6429,5092181,2018-07-17 15:16:40,HIGH GRASS WEEDS,IPL,15.0,CLOSED,38.1935521156,-85.7680722507
6430,5092187,2018-07-17 15:19:00,TRAF SIG TIMING,PUBLIC WORKS,19.0,OPEN,38.2454741017,-85.56466573739999
6431,5092190,2018-07-17 15:20:00,ALLEY POTHOLE,LPM,9.0,CLOSED,38.249334147,-85.6815004159
6432,5092193,2018-07-17 15:25:00,STREET POTHOLE,LPM,14.0,CLOSED,38.0990431028,-85.8719214131
6433,5090348,2018-07-17 15:26:00,TRAF SIGNAL REPR,PUBLIC WORKS,13.0,OPEN,38.1588575289,-85.7251347969
6434,5092195,2018-07-17 15:27:00,EXTERIOR VIOL,IPL,5.0,CLOSED,38.255124762,-85.82500295439999
6435,5092200,2018-07-17 15:28:00,ILLEGAL DUMPING,SWMS,1.0,CLOSED,38.2385706081,-85.8085389832
6436,5092203,2018-07-17 15:29:00,HIGH GRASS WEEDS,IPL,1.0,CLOSED,38.2385827099,-85.8086611186
6437,5092206,2018-07-17 15:32:00,SIDEWALK REPAIR,PUBLIC WORKS,15.0,CLOSED,38.1913348797,-85.7982417693
6438,5092207,2018-07-17 15:33:07,NCODES & REGS,METRO AGENCIES,24.0,CLOSED,38.11213293,-85.6983018448
6439,5092208,2018-07-17 15:34:00,STREET TREE,LPM,9.0,CLOSED,38.2504311618,-85.6807279938
6440,5092209,2018-07-17 15:34:27,RECYCLE BINS,SWMS,8.0,OPEN,38.2270556754,-85.7103411958
6441,5090046,2018-07-17 15:36:00,DAMAGE GARB CART,SWMS,3.0,CLOSED,38.218902508,-85.7791325337
6442,5092211,2018-07-17 15:36:00,METRO OWNED PROP,METRO PARKS,10.0,CLOSED,38.200773368,-85.7015056361
6443,5092213,2018-07-17 15:36:00,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.1974528218,-85.7718044224
6444,5092212,2018-07-17 15:36:58,NJUNK WEEK,PICKUP DAYS,15.0,CLOSED,38.1974528218,-85.7718044224
6445,5092215,2018-07-17 15:39:00,OVERGROWTH,LPM,1.0,OPEN,38.2426949813,-85.82007401199999
6446,5092217,2018-07-17 15:40:00,EXTERIOR VIOL,IPL,14.0,CLOSED,38.1354395029,-85.8561338125
6447,5092216,2018-07-17 15:40:25,HIGH GRASS WEEDS,IPL,24.0,CLOSED,38.137023148400004,-85.6599985768
6448,5092221,2018-07-17 15:44:00,STREET REPAIR,LPM,10.0,CLOSED,38.1990377147,-85.6599949393
6449,5083686,2018-07-17 15:47:00,EMERGENCY MISC,EMERGENCY MANAGEMENT AGENCY,2.0,CLOSED,38.1690572626,-85.669003575
6450,5092224,2018-07-17 15:47:09,NRECYCLING QUEST,SWMS,15.0,CLOSED,38.2092410532,-85.7683756396
6451,5092227,2018-07-17 15:48:00,HIGH GRASS WEEDS,IPL,10.0,CLOSED,38.2241185126,-85.7374198023
6452,5092229,2018-07-17 15:49:00,DAMAGE GARB CART,SWMS,21.0,CLOSED,38.1599926487,-85.77763285569999
6453,5091100,2018-07-17 15:50:00,DEAD ANIMAL,SWMS,1.0,CLOSED,38.2418284119,-85.7965148091
6454,5092232,2018-07-17 15:51:00,INTERIOR VIOL,IPL,2.0,CLOSED,38.1637892205,-85.6856567082
6455,5092234,2018-07-17 15:52:00,VAP STRUC WEEDS,IPL,21.0,CLOSED,38.1553580083,-85.7674349344
6456,5092235,2018-07-17 15:54:12,NJUNK WEEK,PICKUP DAYS,6.0,CLOSED,38.2235491123,-85.770533742
6457,5092236,2018-07-17 15:54:54,NJUNK WEEK,PICKUP DAYS,1.0,CLOSED,38.2247593406,-85.8156931137
6458,5092082,2018-07-17 15:55:00,TRAF SIGNAL REPR,PUBLIC WORKS,23.0,CLOSED,38.137425718,-85.62128406800001
6459,5092238,2018-07-17 15:55:00,OVERGROWTH,LPM,2.0,CLOSED,38.171177138000004,-85.6861209058
6460,5092239,2018-07-17 15:55:56,EXTERIOR VIOL,IPL,13.0,CLOSED,38.1294744352,-85.7563217424
6461,5092240,2018-07-17 15:56:13,RECYCLE BINS,SWMS,21.0,OPEN,38.1491021284,-85.7667688184
6462,5092241,2018-07-17 15:57:22,YARD WASTE MISS,SWMS,9.0,CLOSED,38.2509904493,-85.66774515
6463,5077735,2018-07-17 15:58:00,OVERGROWTH,LPM,21.0,CLOSED,38.1825140623,-85.7781931202
6464,5092242,2018-07-17 15:58:46,NJUNK WEEK,PICKUP DAYS,3.0,CLOSED,38.2281179321,-85.7986218021
6465,5092243,2018-07-17 15:59:00,STREET TREE,COMMUNITY FORESTRY ARBORIST,9.0,CLOSED,38.2495401404,-85.6664073805
6466,5092244,2018-07-17 15:59:32,NGARBAGE DAY,PICKUP DAYS,25.0,CLOSED,38.1235353749,-85.842593556
6467,5092248,2018-07-17 16:00:00,REPORT LITTERER,SWMS,17.0,OPEN,,
6468,5092252,2018-07-17 16:01:00,NEW GARBAGE CART,SWMS,8.0,CLOSED,38.238571489099996,-85.71623113140001
6469,5092255,2018-07-17 16:05:00,DAMAGE GARB CART,SWMS,4.0,OPEN,38.2456571516,-85.74116923220001
6470,5092258,2018-07-17 16:07:00,INTERIOR VIOL,IPL,12.0,CLOSED,38.1609685334,-85.8358025264
6471,5092260,2018-07-17 16:10:00,SIGNAGE REPAIR,PUBLIC WORKS,4.0,OPEN,38.2528827112,-85.7554956806
6472,5092261,2018-07-17 16:11:22,RECYCLING MISSED,SWMS,9.0,CLOSED,38.2575208083,-85.7164918269
6473,5088271,2018-07-17 16:13:00,STOLEN GARB CART,SWMS,21.0,OPEN,38.1768210253,-85.7630016378
6474,5092262,2018-07-17 16:14:00,HIGH GRASS WEEDS,IPL,2.0,CLOSED,38.1648152992,-85.6935315496
6475,5092263,2018-07-17 16:14:00,SIGNAGE NEW,PUBLIC WORKS,4.0,OPEN,38.252227949,-85.7674137013
6476,5092264,2018-07-17 16:16:00,INTERIOR VIOL,IPL,6.0,CLOSED,38.2345744247,-85.7577246485
